track_name,release_year,popularity,energy,danceability,valence,tempo,artist_name
Something In The Way - Boombox Rehearsals,1991,34,0.3,0.241,0.0683,93.53,Nirvana
Downstream,1977,22,0.324,0.437,0.147,86.198,Supertramp
Return To Me,1958,19,0.135,0.244,0.186,88.684,Dean Martin
Da oriente a occidente,1973,14,0.403,0.388,0.153,120.066,Franco Battiato
Heroin,1967,24,0.773,0.201,0.239,145.018,The Velvet Underground
目が明く藍色,2010,39,0.549,0.36,0.293,150.857,Sakanaction
Catch,1987,44,0.707,0.531,0.553,104.997,The Cure
Honky Tonk Women - Live,1970,28,0.787,0.412,0.802,114.076,The Rolling Stones
Come Closer to Me,1961,42,0.468,0.483,0.794,105.88,Ben E. King
"St. Matthew Passion, BWV 244 - Part One: No.14 Evangelist, Jesus: ""Und da sie den Lobgesang gesprochen hatten""",1952,1,0.184,0.312,0.144,102.298,Johann Sebastian Bach
Only If For A Night,2011,52,0.727,0.482,0.378,79.974,Florence + The Machine
It's Not For Me To Say,1959,16,0.133,0.287,0.0983,106.111,Billie Holiday
A Different Way,2020,6,0.757,0.784,0.587,104.996,DJ Snake
Cree en Ti,2014,47,0.855,0.66,0.649,90.077,Porta
Well You Needn't - Alternate Take/Rudy Van Gelder 24-Bit Mastering/2001 Digital Remaster,1951,20,0.539,0.395,0.568,188.31,Thelonious Monk
Dialogue with the Stars,1997,35,0.951,0.443,0.492,125.945,In Flames
Cigana - Ao Vivo,2017,58,0.63,0.655,0.355,141.981,Raça Negra
Mamachya Gavala Javoo Ya,1963,19,0.481,0.369,0.708,177.541,Asha Bhosle
イカロス,2013,36,0.941,0.602,0.617,159.8,GReeeeN
Tum Kitne Din Baad Mile,1979,15,0.62,0.318,0.707,166.555,Asha Bhosle
"Serenade No. 13 in G Major, K. 525, ""Eine Kleine Nachtmusik"": I. Allegro",1947,9,0.185,0.536,0.55,137.499,Wolfgang Amadeus Mozart
Are You Lonesome Tonight (Remastered 2020),2020,20,0.639,0.368,0.0756,170.725,Ten Years After
No One Needs To Know,1995,63,0.525,0.663,0.731,134.748,Shania Twain
ความรักทำให้คนตาบอด,2005,44,0.812,0.458,0.605,162.023,Bodyslam
Coffee Shop,1995,37,0.978,0.496,0.589,120.898,Red Hot Chili Peppers
Little Miracles (Happen Every Day),1993,25,0.464,0.66,0.233,122.021,Luther Vandross
The Blue Room,1956,19,0.206,0.557,0.671,119.284,Ella Fitzgerald
Search and Destroy - Bowie Mix,1973,30,0.843,0.313,0.426,75.824,The Stooges
Les deux guitares,1960,42,0.387,0.467,0.646,119.646,Charles Aznavour
Goliya,2012,41,0.827,0.804,0.459,97.96,Diljit Dosanjh
Bekhudi Mein Sanam,1968,17,0.566,0.424,0.262,83.619,Lata Mangeshkar
La banalità del mare,2019,54,0.804,0.768,0.51,104.967,Pinguini Tattici Nucleari
Paco,1968,16,0.827,0.305,0.286,140.207,Ennio Morricone
Morto Mai (Piano Solo),2019,58,0.564,0.683,0.51,110.266,Lazza
Seventeen - Remastered 2012,1977,28,0.877,0.358,0.628,143.68,Sex Pistols
Hawa Hawai,1986,42,0.836,0.529,0.652,97.22,Kavita Krishnamurthy
Quando a Minha Vida Vai Começar?,2010,45,0.304,0.684,0.361,107.922,Sylvia Salustti
"Trio avec piano No. 5 in C Major, K. 548: I. Allegro",1938,0,0.309,0.452,0.556,145.694,Wolfgang Amadeus Mozart
Salamku Untuk Kekasihmu Yang Baru,2016,51,0.412,0.707,0.354,114.031,RAN
Maybe You Should Know,1982,27,0.253,0.48,0.415,132.2,Kenny Rogers
Eraiva Un Maaligaiyil,1968,5,0.26,0.281,0.494,86.169,P. Susheela
屈到病,1995,13,0.624,0.798,0.656,125.821,Jacky Cheung
The Red Blouse,1967,43,0.446,0.41,0.856,168.64,Antônio Carlos Jobim
We'll Be Together,1987,45,0.835,0.776,0.977,116.548,Sting
WOK,2018,47,0.948,0.747,0.747,159.89,OBLADAET
Mary-Lou,1999,37,0.932,0.341,0.543,94.564,Sonata Arctica
Secreto Amor,1995,42,0.607,0.498,0.356,144.682,Grupo Bryndis
Grinding Halt,1979,41,0.733,0.708,0.641,173.182,The Cure
The Last Mile,1988,42,0.845,0.517,0.714,125.515,Cinderella
Ragged Wood,2008,49,0.658,0.362,0.155,104.21,Fleet Foxes
Hard Hat And A Hammer,2010,51,0.621,0.754,0.666,124.944,Alan Jackson
Söylim Mi?,1991,26,0.692,0.578,0.533,96.136,İbrahim Tatlıses
Are You Lonesome Tonight?,2002,50,0.201,0.421,0.188,129.689,Elvis Presley
Do Nothing 'Til You Hear from Me / I 'll Get By (with The All-Star Jam Band),1940,3,0.164,0.45,0.462,180.327,Billie Holiday
I Am...I Said - Single Version,1971,65,0.375,0.246,0.511,90.53,Neil Diamond
Lady Lynda - Remastered 2000,1979,38,0.546,0.405,0.483,118.185,The Beach Boys
"The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo",1988,35,0.0634,0.222,0.124,121.013,Antonio Vivaldi
Return (With Yuk Jidam),2015,49,0.797,0.52,0.248,144.929,WENDY
Loves Me Like a Rock (Acoustic Demo),1973,41,0.152,0.592,0.574,122.221,Paul Simon
Ab Tere Dil Mein To,1999,35,0.604,0.385,0.818,82.388,Kumar Sanu
Calling Dr. Love,1976,27,0.884,0.544,0.467,127.215,KISS
"Auf dem Wasser zu singen, D.774 - Transcription: Franz Liszt, Searle 558 No.2",1991,25,0.166,0.239,0.216,104.684,Franz Schubert
Rain on Me,1998,29,0.579,0.533,0.475,80.921,Tamia
Kournikova,2015,39,0.838,0.804,0.427,121.994,MadMan
Fábrica - Live From Brazil,1992,31,0.904,0.0739,0.2,182.689,Legião Urbana
Você Não Sabe,1993,34,0.0951,0.418,0.157,77.498,Maria Bethânia
The Actor - Remix '99,2002,38,0.553,0.669,0.504,82.018,Michael Learns To Rock
Then I Kissed Her (Mono),1965,22,0.821,0.586,0.245,126.709,The Beach Boys
Laisse les filles,1960,8,0.616,0.653,0.922,105.295,Johnny Hallyday
Detalles,2005,43,0.493,0.713,0.472,90.004,Yahir
Pyar Hamen Kis Mod Pe - Satte Pe Satta / Soundtrack Version,1981,40,0.676,0.451,0.671,104.404,Kishore Kumar
แพ้กลางคืน,2006,1,0.457,0.483,0.288,143.85,Potato
Anything Goes,1987,47,0.988,0.374,0.321,152.31,Guns N' Roses
O Janewale Mud Ke Zara,1955,16,0.17,0.405,0.457,83.075,Lata Mangeshkar
Ein guter Freund,1988,24,0.909,0.344,0.624,145.286,Böhse Onkelz
Aasbe Na Ta Nai Ba Ele,1943,0,0.134,0.336,0.368,71.232,Hemant Kumar
2nd Thought - 2003 Digital Remaster,1980,36,0.542,0.745,0.81,151.413,Orchestral Manoeuvres In The Dark
Get Off Your Ass and Jam,1975,35,0.711,0.655,0.936,116.916,Funkadelic
Slalom - Titles,1965,7,0.827,0.328,0.648,105.801,Ennio Morricone
Alles klar auf der Andrea Doria - Remastered,1973,31,0.776,0.638,0.795,134.986,Udo Lindenberg
Something You Should Know,1999,37,0.838,0.565,0.766,125.028,Michael Learns To Rock
Ainda É Tempo Pra Ser Feliz,2009,44,0.777,0.481,0.519,91.81,Arlindo Cruz
Lost in the Flood,1973,38,0.543,0.488,0.359,125.422,Bruce Springsteen
Don't Know Much (with Aaron Neville),2006,46,0.285,0.401,0.267,130.465,Linda Ronstadt
Bermuda Triangle Blues - Remastered,1978,34,0.634,0.323,0.492,133.524,Blondie
Just Don't Give A Fuck,1999,53,0.935,0.587,0.705,85.595,Eminem
Shono Bandhu Shono,1955,3,0.391,0.714,0.597,139.148,Hemant Kumar
When I Live My Dream,1967,32,0.19,0.487,0.497,91.284,David Bowie
One by One,2016,53,0.848,0.569,0.801,113.0,Sticky Fingers
The Him - 2015 Remaster,1981,31,0.842,0.315,0.29,118.548,New Order
Everytime You Go,1989,31,0.845,0.564,0.885,142.315,The Tragically Hip
Y Vete Ya,2006,45,0.78,0.533,0.781,88.408,Leo Mattioli
One Step Beyond,1979,54,0.917,0.476,0.918,154.883,Madness
Gave Up,1992,42,0.897,0.52,0.188,143.946,Nine Inch Nails
Mi Doctora Favorita,1992,35,0.42,0.786,0.911,160.483,Bronco
Heartbeat,1986,29,0.829,0.543,0.634,122.586,The Psychedelic Furs
จะรักหรือจะร้าย,2010,41,0.868,0.59,0.719,120.015,KLEAR
Güncel Zalim,2000,27,0.892,0.615,0.85,168.374,Mustafa Sandal
Keep on Keeping On,1971,38,0.797,0.402,0.725,98.937,Curtis Mayfield
He Ram,1965,19,0.597,0.293,0.652,127.4,Manna Dey
All of Me - Live,1930,3,0.75,0.375,0.733,179.061,Louis Armstrong
A Que Me Quedo Contigo,1999,42,0.455,0.342,0.117,171.969,Marco Antonio Solís
Teman Bahagia (Acoustic Version),2018,49,0.328,0.467,0.517,181.612,Jaz
Ayrılık Ateşten Bir Ok,1959,10,0.161,0.36,0.279,75.037,Zeki Müren
"Piano Trio No. 1, Op. 99, (D. 898) in B-Flat: Andante un poco mosso",1951,1,0.0367,0.224,0.133,102.828,Franz Schubert
2 + 2 = 5,2003,57,0.717,0.442,0.386,149.582,Radiohead
I Will Survive - Single Version,1999,64,0.649,0.771,0.653,116.286,Gloria Gaynor
Eu Sei - Ao Vivo Em São Paulo / 1999,1999,50,0.42,0.337,0.436,82.896,Legião Urbana
Non è facile (feat. Jake La Furia),2016,45,0.809,0.671,0.328,99.981,Emis Killa
BREAK UP,2020,51,0.549,0.801,0.652,165.982,Feid
Un Cuento Sobre el Agua,2008,45,0.649,0.736,0.795,123.035,La Oreja de Van Gogh
The Way You Make Me Feel,1995,21,0.817,0.607,0.508,114.482,Michael Jackson
Corazón Duro (feat. Bronco),2017,52,0.904,0.689,0.388,130.028,La Beriso
Religion - 2017 Remaster,1972,18,0.579,0.302,0.653,145.38,Ten Years After
Dime Cómo Quieres,2021,0,0.667,0.84,0.89,124.881,Christian Nodal
Ho messo via,1993,54,0.606,0.607,0.474,127.965,Ligabue
Nosso Sonho Não é Ilusão / Tão Só - Ao Vivo,2013,45,0.668,0.651,0.445,134.053,Só Pra Contrariar
Камчатка,1983,22,0.274,0.582,0.729,122.0,Kino
Lonely,2021,29,0.241,0.619,0.0719,79.461,Justin Bieber
Costumbres,1984,62,0.151,0.4,0.354,171.93,Rocío Dúrcal
Do Espírito,1993,35,0.868,0.389,0.603,138.973,Legião Urbana
Martelli,2018,47,0.767,0.781,0.89,144.983,Gazzelle
Pain Is So Close To Pleasure - Remastered 2011,1986,40,0.63,0.764,0.613,112.185,Queen
Amazing Grace,1997,39,0.0706,0.275,0.197,83.142,LeAnn Rimes
"Beethoven: Symphony No. 9 in D Minor, Op. 125 ""Choral"": I. Allegro ma non troppo, un poco maestoso",1955,3,0.198,0.276,0.121,132.79,Ludwig van Beethoven
Cielo de Tambores,1990,37,0.94,0.711,0.863,90.935,Grupo Niche
0033 - und die bedrohte Ranch - Teil 19,1983,36,0.57,0.642,0.695,90.039,Die drei ???
Yalnızlar Treni,2005,32,0.858,0.729,0.596,109.976,Sibel Can
"Que je t'aime - Live au Palais des Sports, Paris / 1971",1971,4,0.569,0.27,0.363,74.266,Johnny Hallyday
Understanding,1993,49,0.465,0.7,0.306,137.823,Xscape
I'm One,1973,37,0.559,0.526,0.398,101.311,The Who
Homem Primata (Vinheta),1997,30,0.947,0.305,0.0335,74.128,Titãs
Polygame,2015,48,0.808,0.88,0.868,126.022,Lartiste
Piel de Azúcar,1992,53,0.846,0.776,0.971,133.035,José José
Gecko (Overdrive) - Radio Edit,2014,54,0.885,0.609,0.76,124.959,Oliver Heldens
Everybody's Changing,2020,5,0.85,0.514,0.437,94.018,Keane
"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",1984,32,0.644,0.636,0.963,149.463,Glenn Frey
Modern Girls & Old Fashion Men,2004,53,0.604,0.506,0.347,110.921,The Strokes
Life Is Worth Living,2015,63,0.296,0.558,0.463,76.04,Justin Bieber
Smaointe - 2009 Remaster,1991,41,0.132,0.19,0.117,76.314,Enya
Throwdown,1982,18,0.863,0.806,0.973,129.758,Rick James
Саша,1985,21,0.606,0.656,0.633,150.819,Kino
Party In The U.S.A.,2021,0,0.701,0.66,0.436,96.002,Miley Cyrus
Ya No Soy Esa Tonta,1994,9,0.598,0.733,0.756,98.358,Pk2
Reason To Believe,1970,37,0.295,0.37,0.592,162.973,Carpenters
Nadie Como Tú,2003,55,0.788,0.537,0.499,151.902,La Oreja de Van Gogh
Season Suite: Spring,1972,28,0.432,0.449,0.791,75.661,John Denver
Alta suciedad,2009,47,0.943,0.62,0.726,106.762,Andrés Calamaro
Neandertalczyk,2020,55,0.668,0.799,0.157,130.061,Young Igi
Messa da Requiem: Dies Irae: Ingemisco,1954,1,0.223,0.249,0.143,94.207,Giuseppe Verdi
Lágrimas de Sangre,1977,8,0.631,0.676,0.978,148.893,Binomio de Oro
You Know Who I Am,1969,32,0.122,0.61,0.195,131.291,Leonard Cohen
"Chogada (From ""Loveyatri"")",2018,60,0.972,0.359,0.595,62.914,Darshan Raval
I Wanna Be Your Lover,1979,61,0.507,0.812,0.729,114.832,Prince
Interzone - 2019 Digital Master,1979,41,0.777,0.472,0.727,156.481,Joy Division
I Shall Be Released - Studio Outtake - 1971,1971,23,0.17,0.52,0.377,144.318,Bob Dylan
Hadapi Saja (versi edit),1990,23,0.751,0.681,0.923,112.098,Iwan Fals
Gimme Sympathy,2009,42,0.885,0.452,0.114,139.021,Metric
Venecia sin ti - Que c'est triste Venise,1995,54,0.33,0.268,0.66,81.763,Charles Aznavour
Arco II,1994,27,0.492,0.513,0.21,163.575,Los Piojos
Si Señor,1999,62,0.832,0.842,0.713,94.005,Control Machete
Que Será de Ti (Como Vai Você),2003,43,0.512,0.369,0.197,67.904,Roberto Carlos
Star Dust,1940,9,0.0493,0.494,0.531,82.417,Duke Ellington
Me Duele Tu Nombre,2018,57,0.761,0.648,0.71,139.94,Q' Lokura
Be Good Johnny,1981,26,0.873,0.603,0.591,149.614,Men At Work
Non sei tu,2017,61,0.591,0.581,0.138,140.038,Gazzelle
"Symphony No.5 In E Minor, Op.64, TH.29: 1. Andante - Allegro con anima",1961,13,0.141,0.248,0.128,128.339,Pyotr Ilyich Tchaikovsky
Paddiwack Song,1959,24,0.914,0.54,0.879,143.76,Ritchie Valens
You Know I'm No Good,2006,66,0.806,0.705,0.734,103.383,Amy Winehouse
Miami 2017 (I've Seen the Lights Go Out on Broadway),1976,48,0.571,0.399,0.227,75.537,Billy Joel
A Carta (Ao Vivo),1999,39,0.86,0.66,0.742,93.784,Djavan
"So Long, Frank Lloyd Wright",1970,47,0.184,0.531,0.218,109.843,Simon & Garfunkel
Karanlıkta Güneşlenenler,2016,44,0.896,0.67,0.569,90.504,No.1
Not Enough,1995,35,0.528,0.27,0.285,159.24,Van Halen
Con Su Mejor Amiga,1992,22,0.512,0.779,0.875,94.447,Tony Vega
Tu Juego,2017,38,0.8,0.663,0.967,173.964,Agua Marina
Mestre,1996,29,0.286,0.558,0.219,70.114,Cristina Mel
Wieso tust Du dir das an?,2019,56,0.49,0.858,0.451,133.975,Apache 207
Just One Of Those Things - Instrumental,1956,11,0.458,0.503,0.728,149.148,Nat King Cole
Give Ireland Back To The Irish,1971,27,0.562,0.387,0.591,186.708,Wings
Jamming,1977,75,0.467,0.934,0.73,123.583,Bob Marley & The Wailers
Sogra - Ao Vivo,2020,67,0.74,0.52,0.778,138.097,Dilsinho
Transan,2005,35,0.49,0.627,0.426,83.963,Intoxicados
Give A Little Bit - Live At Pavillon de Paris/1979,1979,37,0.75,0.388,0.47,98.816,Supertramp
Please Play This Song On The Radio,1992,46,0.936,0.573,0.482,113.433,NOFX
אלוהיי,2002,22,0.53,0.508,0.361,79.974,Eyal Golan
Love Is On A Roll,2004,35,0.396,0.821,0.812,123.683,Don Williams
Stella By Starlight (feat. John Coltrane & Bill Evans),1959,57,0.144,0.47,0.243,84.787,Miles Davis
Pitoco,2009,44,0.607,0.877,0.961,115.914,Teodoro & Sampaio
Ni Fu Ni Fa,2008,53,0.972,0.729,0.945,105.999,Ska-P
Me Vale,2012,53,0.925,0.534,0.753,166.9,Maná
"Waltz in A-Flat Major, Op. 69, No. 1",1928,1,0.0134,0.361,0.13,141.394,Frédéric Chopin
Easy,1992,58,0.554,0.506,0.375,124.724,Faith No More
Mistério Stereo,2008,49,0.616,0.78,0.803,112.052,Curumin
Nie Mojem - We Can Do That,1989,3,0.762,0.75,0.893,133.529,Milena & Review
Nie / nie,2017,56,0.672,0.74,0.329,151.929,Otsochodzi
"Keyboard Concerto No. 5 in F Minor, BWV 1056: II. Largo",1957,28,0.0268,0.484,0.176,60.79,Johann Sebastian Bach
Taxi Driver,1991,32,0.627,0.738,0.612,174.969,Steel Pulse
Broken,2004,71,0.61,0.448,0.214,123.762,Seether
"25 Variations & Fugue on a Theme by Handel, Op. 24: Aria",1957,16,0.124,0.5,0.485,62.111,Johannes Brahms
Io Perderò,1996,25,0.929,0.671,0.507,131.759,Vasco Rossi
Es Ella,2000,45,0.781,0.567,0.937,176.186,Leo Mattioli
Used to You,2019,60,0.537,0.504,0.194,131.991,Ali Gatie
Rock Me On The Water,1972,25,0.256,0.593,0.44,106.616,Linda Ronstadt
Calma,1970,19,0.708,0.571,0.487,92.965,Rita Lee
Globo de Gas,1995,37,0.805,0.636,0.978,136.676,Pedro Suárez-Vértiz
Cómo Me Duele,2006,56,0.772,0.791,0.979,153.134,Valentín Elizalde
"Fiori Rosa, Fiori Di Pesco - 2001 Remaster",1975,10,0.656,0.562,0.464,137.665,Mina
Banchaao Ke Aachho,1971,8,0.416,0.367,0.654,102.619,Manna Dey
Meri Mitti Mein Mil Gayeei,1965,3,0.513,0.496,0.962,136.742,Asha Bhosle
038 - und der unsichtbare Gegner - Teil 31,1986,35,0.5,0.716,0.749,95.261,Die drei ???
Visti Dall'Alto (feat. Dardust),2019,55,0.587,0.44,0.594,83.39,Rkomi
Two Hearts,1980,40,0.956,0.412,0.648,150.435,Bruce Springsteen
Aalapanam,1982,5,0.579,0.225,0.594,90.254,K. J. Yesudas
I Need My Girl,2013,66,0.436,0.52,0.114,126.053,The National
Mazurka No.36 In A Minor Op.59 No.1,1987,46,0.0355,0.304,0.0485,63.268,Frédéric Chopin
East At Easter - Live,1987,32,0.357,0.233,0.0384,91.605,Simple Minds
La Tienda,2001,34,0.43,0.645,0.731,121.113,Vicente Fernández
Se Muy Bien Que Vendrás,1992,29,0.38,0.682,0.745,115.996,Antonio Aguilar
The Big Sky - Special Single Mix,1985,43,0.877,0.524,0.458,122.704,Kate Bush
Optik Anthem (feat. Optik Crew),2002,36,0.801,0.777,0.609,93.098,Kool Savas
World on Fire,2014,56,0.976,0.442,0.516,174.047,Slash
You Tell Me,1959,6,0.659,0.827,0.97,98.388,Johnny Cash
Little Dab-A-Doo,2005,1,0.501,0.57,0.582,94.064,Buddy Guy
Pensé Pegarme Un Tiro,1997,36,0.827,0.774,0.965,116.079,Los Tucanes De Tijuana
Head Creeps,1995,42,0.976,0.317,0.243,101.505,Alice In Chains
Trista Pena,1989,49,0.419,0.475,0.598,88.486,Gipsy Kings
Love Yourself,2015,84,0.378,0.609,0.515,100.418,Justin Bieber
Home,1990,28,0.875,0.379,0.872,144.645,Iggy Pop
Man in the Mirror,1995,33,0.798,0.794,0.265,100.338,Michael Jackson
This Love Of Mine - 1998 Remastered,1955,30,0.149,0.138,0.135,74.387,Frank Sinatra
"Wagner: Tristan und Isolde, WWV 90, Act 3 Scene 2: ""Die Wunde? Wo? Lass sie mich heilen!"" (Isolde)",1953,1,0.224,0.213,0.0307,85.858,Richard Wagner
"Hey, Doll Baby",1960,8,0.585,0.727,0.961,94.409,The Everly Brothers
Runnin' with the Devil,1996,45,0.931,0.458,0.477,95.687,Van Halen
BUD SPENCER - prod. Dade - Low Kidd - Salmo,2019,51,0.851,0.597,0.814,91.602,MACHETE
Miss Jackson (feat. LOLO),2013,67,0.873,0.642,0.662,82.002,Panic! At The Disco
To Be True (feat. Teddy Pendergrass),1974,31,0.432,0.391,0.523,177.466,Harold Melvin & The Blue Notes
Cheers (Drink To That),2010,53,0.912,0.576,0.727,79.981,Rihanna
Stainsby Girls,1985,26,0.587,0.553,0.65,112.949,Chris Rea
Disperato erotico stomp,1977,16,0.651,0.709,0.665,79.318,Lucio Dalla
Exodus,2015,1,0.33,0.277,0.272,94.565,Édith Piaf
Puerta De Amor,1976,41,0.655,0.386,0.559,96.201,Nino Bravo
Hey Mama,2005,62,0.754,0.583,0.347,95.784,Kanye West
Lábios Divididos,2008,50,0.928,0.612,0.736,81.008,Moleca 100 Vergonha
Sweet Surrender,1997,45,0.467,0.627,0.61,113.01,Sarah McLachlan
太陽星辰,1994,16,0.503,0.628,0.547,96.567,Jacky Cheung
Human - Tin Tin Out Mix,1999,39,0.88,0.671,0.912,118.515,Pretenders
永不失聯的愛,2017,63,0.43,0.289,0.531,169.511,Eric Chou
Jaavedaan Hai,2012,40,0.723,0.485,0.42,149.911,KK
I Spy,2007,56,0.707,0.569,0.516,140.4,Skepta
Artefacto,2002,47,0.876,0.661,0.476,107.998,Gustavo Cerati
風が吹いている,2012,42,0.724,0.483,0.427,89.147,Ikimonogakari
Kaisa Tera Pyar,1981,28,0.662,0.543,0.857,113.672,Lata Mangeshkar
Rat Race,2000,46,0.796,0.523,0.879,149.481,The Specials
This I Promise You,2000,70,0.587,0.55,0.466,165.975,*NSYNC
J'ai pas dormi de la nuit,2017,49,0.768,0.723,0.508,134.882,Djadja & Dinaz
"That Lady, Pts. 1 & 2",1973,57,0.769,0.344,0.923,126.318,The Isley Brothers
Same Mistakes,2012,62,0.659,0.374,0.168,179.961,One Direction
Another Midnight,1989,31,0.702,0.578,0.653,133.515,The Tragically Hip
Rock and Roll Radio - Live,1992,28,0.977,0.232,0.742,177.066,Ramones
It Won't Be Wrong,1965,34,0.701,0.496,0.86,123.148,The Byrds
Off Key (Desafinado),1967,34,0.36,0.433,0.376,120.995,Antônio Carlos Jobim
Abhi Abhi,2012,43,0.644,0.408,0.268,143.507,KK
Genesis,2012,43,0.676,0.611,0.255,166.043,Grimes
Your Song,2018,64,0.571,0.853,0.958,117.991,Rita Ora
Into the Mystic - 2013 Remaster,1970,42,0.414,0.586,0.837,85.614,Van Morrison
Confessions,2004,59,0.417,0.83,0.559,115.985,Usher
Pour Over,2018,1,0.685,0.541,0.215,176.834,Vintage Culture
Стань,2013,50,0.695,0.779,0.819,124.907,Max Korzh
Mayor Que Yo 3,2015,62,0.964,0.715,0.535,91.975,Luny Tunes
"Ne me quitte pas (Live May 29,1962)",1962,7,0.193,0.495,0.408,131.169,Jacques Brel
"To Be Young, Gifted and Black",1990,24,0.305,0.392,0.382,132.356,Donny Hathaway
Kör Aşık,1999,19,0.639,0.668,0.726,168.071,Gülben Ergen
Kunteper,2020,61,0.688,0.875,0.696,150.043,Şehinşah
Hino Amizade,1998,36,0.524,0.412,0.763,164.06,Zé Ramalho
Lessons Learned,1977,25,0.511,0.584,0.708,103.35,Dan Fogelberg
Tomorrow,2016,69,0.354,0.564,0.423,98.075,Shakey Graves
บ้านของเรา,1990,11,0.352,0.349,0.372,175.9,Bird Thongchai
Spending My Time,1991,51,0.574,0.42,0.218,170.549,Roxette
Secreto De Amor,2000,69,0.483,0.569,0.624,96.502,Joan Sebastian
Feelin' Alright,1972,28,0.868,0.651,0.662,95.528,Ohio Players
Paradise,1971,51,0.239,0.583,0.512,81.528,John Prine
Polvora,2009,41,0.743,0.612,0.371,151.937,Vico C
I Give You My Heart,1996,22,0.412,0.432,0.123,76.827,Hillsong Worship
Tennessee Waltz,1960,13,0.697,0.593,0.899,93.322,Sam Cooke
Strange Brew,2004,54,0.563,0.603,0.642,106.431,Cream
フィクション,2019,52,0.94,0.658,0.694,122.992,sumika
Kavithai Arangerum Neram,1981,16,0.526,0.532,0.857,124.648,S. Janaki
Zor Değil,2012,51,0.448,0.691,0.559,112.093,Mabel Matiz
Monkey Man,1998,32,0.742,0.705,0.967,141.762,Los Pericos
Sarakti Jaye Hai Rukh Se Naqab Aahista Aahista,1977,10,0.581,0.259,0.624,76.79,Jagjit Singh
Pétalo de sal,1992,47,0.306,0.267,0.342,65.265,Fito Paez
Another Angel (CC652),2020,6,0.973,0.551,0.43,127.995,Above & Beyond
067 - und das Geheimnis der Särge - Teil 36,1996,34,0.36,0.582,0.756,140.432,Die drei ???
"Здравей, как си приятелко",2008,19,0.524,0.569,0.516,110.466,Ваня Костова
Tomorrow never knows,1997,34,0.519,0.627,0.216,108.976,Mr.Children
Don't Forget Your Roots,2008,50,0.547,0.629,0.418,145.971,SIX60
No Convencerán,2010,49,0.61,0.72,0.952,84.006,Dread Mar I
Na Na Is The Saddest Word,1974,27,0.478,0.317,0.298,172.845,The Stylistics
I Get Wild / Wild Gravity,1983,29,0.596,0.935,0.966,126.058,Talking Heads
"Adios, Amigos, Adios",1989,21,0.315,0.649,0.627,121.839,Andrés Calamaro
Hoşgör Sen,1993,43,0.712,0.414,0.839,95.042,Ajda Pekkan
En Kannodu,2005,33,0.96,0.681,0.84,134.995,Yuvan Shankar Raja
País Tropical,1969,54,0.799,0.424,0.688,82.794,Jorge Ben Jor
Lady in Black - Alternative Version,1971,19,0.649,0.388,0.775,86.733,Uriah Heep
0033 - und die bedrohte Ranch - Teil 37,1983,35,0.384,0.578,0.826,138.155,Die drei ???
Stone Cold Crazy - Remastered 2011,1974,37,0.922,0.429,0.439,120.361,Queen
Hello - Radio Edit,2010,36,0.965,0.664,0.435,127.994,Martin Solveig
Family Reunion,1976,38,0.333,0.445,0.704,129.369,David Allan Coe
Mercury Blues,1992,44,0.735,0.539,0.937,172.018,Alan Jackson
P*$$Y Fairy (OTW),2020,73,0.519,0.572,0.35,128.331,Jhené Aiko
A Million Little Pieces,2013,51,0.864,0.522,0.697,174.001,Placebo
Dindi - Live,1989,49,0.111,0.345,0.428,180.41,Antônio Carlos Jobim
Wenn Du wirklich willst,1998,38,0.793,0.553,0.225,119.975,Böhse Onkelz
El Fueguito,1994,7,0.11,0.576,0.278,113.033,Emma Junaro
Olhos certos,2010,50,0.546,0.526,0.097,96.033,Detonautas Roque Clube
Kosmico,1999,7,0.513,0.808,0.931,110.194,Lou-Kass
