track_name,release_year,popularity,energy,danceability,valence,tempo,artist_name
"Bach, J.S.: Goldberg Variations, BWV 988: Aria",1958,18,0.00712,0.425,0.385,139.786,Johann Sebastian Bach
For Your Love,1999,26,0.425,0.592,0.529,112.032,Tevin Campbell
Devuelveme,2018,66,0.769,0.744,0.784,175.999,Ozuna
Siente El Boom (feat. Randy),2011,54,0.738,0.805,0.524,95.012,"Tito ""El Bambino"""
Back In The Day,2003,51,0.548,0.744,0.524,91.845,Erykah Badu
Bloodstream,2014,68,0.316,0.66,0.543,91.207,Ed Sheeran
Yenga Pona Raasa,2013,40,0.144,0.522,0.17,152.959,A.R. Rahman
Ya Fayetni Wana Rouhy Maak,1928,3,0.0259,0.329,0.218,80.561,Umm Kulthum
Come Back to Me (My Love),1961,25,0.508,0.553,0.804,114.863,Roy Orbison
Quando Chove,1994,42,0.373,0.631,0.244,125.956,Patricia Marx
First Movement - 2006 Remaster,2006,3,0.571,0.545,0.674,158.378,Electric Light Orchestra
Tickle Britches,1958,6,0.763,0.55,0.955,178.294,B.B. King
La Mula,1992,30,0.353,0.429,0.969,193.916,Antonio Aguilar
Felaket,2019,60,0.556,0.769,0.607,149.972,Ezhel
Hoe Je Bent,2018,49,0.844,0.808,0.726,125.945,Broederliefde
087 - Wolfsgesicht - Teil 13,1999,36,0.536,0.673,0.728,78.191,Die drei ???
Nunca Niegues Que Te Amo,1999,61,0.53,0.528,0.455,135.519,Los inquietos del vallenato
High,2019,56,0.29,0.82,0.322,99.965,Maria Becerra
きらきら星変奏曲,1988,20,0.11,0.347,0.481,143.694,Wolfgang Amadeus Mozart
Vor í Vaglaskógi,2013,23,0.253,0.251,0.0774,88.404,KALEO
"Anbe Vaa Arugile - From ""Kilipetchu Ketkava""",1992,14,0.421,0.741,0.453,116.106,K. J. Yesudas
Sometimes,1971,29,0.524,0.484,0.188,79.762,Fleetwood Mac
La Flaca - Acousique,1996,38,0.231,0.611,0.165,99.567,Jarabe De Palo
Volver a Mí,2003,38,0.803,0.586,0.747,114.876,Fito Paez
エトセトラ,2007,45,0.863,0.456,0.147,84.027,ONE OK ROCK
Metal Contra As Nuvens - Ao Vivo Em São Paulo / 1999,1999,45,0.531,0.377,0.443,89.075,Legião Urbana
Everything Counts - In Larger Amounts,1983,35,0.655,0.673,0.552,113.829,Depeche Mode
"Porgi, amor",1951,0,0.0257,0.318,0.118,82.186,Wolfgang Amadeus Mozart
Não Casa Não - Ao Vivo,2017,52,0.713,0.626,0.533,135.932,Marília Mendonça
Hayat Kavgası,1975,18,0.584,0.325,0.764,98.34,Orhan Gencebay
Home,2006,48,0.847,0.442,0.343,143.958,Daughtry
Alpträume,2018,54,0.421,0.547,0.177,79.0,Ufo361
"Ruby, My Dear (Alternate Take)",1952,0,0.265,0.585,0.201,72.425,Thelonious Monk
High Time - 2013 Remaster,1970,45,0.159,0.528,0.423,82.986,Grateful Dead
Special Lady - Remastered 2002,1988,24,0.587,0.603,0.817,174.028,Freddie Jackson
Bebeto,2020,67,0.714,0.856,0.898,110.967,Kendji Girac
Animals,2005,56,0.961,0.572,0.818,76.998,Nickelback
Quando um Grande Amor Se Faz (Cantare e D'Amore) - Acústico,2013,56,0.804,0.562,0.479,174.008,Eduardo Costa
Snowblind - 2014 Remaster,1972,49,0.751,0.435,0.604,116.956,Black Sabbath
Do You Wanna Dance? (Stereo),1965,23,0.805,0.429,0.746,147.102,The Beach Boys
Standing on the Verge of Getting It On - Single Edit,1974,29,0.842,0.691,0.743,115.206,Funkadelic
Patawad,2020,51,0.21,0.417,0.144,127.009,Moira Dela Torre
Better Things - Single Version,1986,42,0.698,0.511,0.698,138.589,The Kinks
Someday At Christmas,1970,36,0.624,0.584,0.69,111.937,The Jackson 5
Comunista,1990,16,0.461,0.831,0.838,134.988,Lucio Dalla
Radioactive,2021,9,0.803,0.461,0.237,136.18,Imagine Dragons
Sochta Houn,2017,55,0.634,0.8,0.46,100.001,Nusrat Fateh Ali Khan
Ce sta chi ce penza - Live; Remastered,1984,13,0.816,0.645,0.531,92.083,Pino Daniele
Lovers on the Sun (feat. Sam Martin),2014,54,0.891,0.645,0.568,124.915,David Guetta
Эмилия,2016,38,0.358,0.557,0.324,134.065,Max Korzh
Crystals,2015,63,0.747,0.581,0.325,132.195,Of Monsters and Men
No Soy un Hombre Malo,2010,44,0.744,0.839,0.962,134.946,"Héctor Acosta ""El Torito"""
Si c'était le dernier,2009,45,0.83,0.607,0.553,81.543,Diam's
İhtarname,1998,34,0.833,0.648,0.358,103.128,Cem Karaca
"Bach, JS: Orchestral Suite No. 1 in C Major, BWV 1066: III. Gavottes I & II",1961,0,0.106,0.379,0.689,162.32,Johann Sebastian Bach
Coco L'Eau,2020,60,0.663,0.837,0.466,100.006,Egor Kreed
Carelessly (with Teddy Wilson & His Orchestra) - Take 3,1933,26,0.299,0.667,0.62,108.655,Billie Holiday
Cascos Ligeros,1993,33,0.38,0.711,0.906,113.703,Alejandro Fernández
A Working Man Can't Get Nowhere Today,1977,25,0.676,0.731,0.816,90.267,Merle Haggard
Feito Eu,1995,28,0.534,0.606,0.562,143.208,Chitãozinho & Xororó
Calle Melancolía - En Directo,2001,41,0.29,0.609,0.245,112.422,Joaquín Sabina
Autumn Leaves,1966,16,0.0452,0.291,0.295,80.795,Barbra Streisand
Just Be - Antillas Club Mix,2009,40,0.928,0.23,0.2,134.992,Tiësto
Gulf Coast Blues (05-09-40),1941,1,0.16,0.466,0.383,96.02,Ella Fitzgerald
Fiesta En América,1987,52,0.835,0.76,0.873,134.775,Chayanne
Ill Wind,1957,24,0.0168,0.335,0.0858,59.141,Ella Fitzgerald
Welcome To Planet Motherfucker/ Psychoholic Slag,1992,48,0.783,0.472,0.186,116.622,White Zombie
ホラ吹き猫野郎,2014,37,0.963,0.541,0.901,99.917,Kenshi Yonezu
Que Tú Te Vas,1996,44,0.628,0.506,0.122,132.339,Luis Miguel
Save Me,1980,29,0.348,0.498,0.429,81.572,Queen
Red Ragtop,2002,54,0.671,0.551,0.561,77.066,Tim McGraw
Hotel Lobby,2020,69,0.61,0.688,0.201,88.995,Pop Smoke
Thinkin Bout You,2012,34,0.331,0.705,0.202,129.844,Frank Ocean
I Get Lonely,1997,59,0.514,0.799,0.455,125.104,Janet Jackson
Rock N Roll Nigger,1978,45,0.804,0.41,0.634,152.205,Patti Smith
Estou Mal - Ao Vivo,1999,49,0.9,0.516,0.578,73.997,Raça Negra
Come Alive,2017,72,0.77,0.702,0.235,118.034,Hugh Jackman
УАУ,2020,36,0.823,0.867,0.751,124.973,Atanas Kolev
Renk Almış İpek Saçların,1962,1,0.196,0.286,0.187,140.812,Zeki Müren
Huwag Mo Nang Itanong - Live,2008,35,0.53,0.314,0.619,185.647,Eraserheads
Fera Ferida,1987,22,0.444,0.727,0.57,109.599,Caetano Veloso
光芒,2008,44,0.889,0.408,0.638,165.982,ONE OK ROCK
4 da manhã,2017,64,0.474,0.794,0.857,111.971,UM44K
Ashq Na Ho,2014,48,0.376,0.437,0.346,173.898,Arijit Singh
Love Again,2021,0,0.667,0.659,0.468,115.982,Dua Lipa
Ease Your Feet in the Sea,1998,38,0.561,0.508,0.678,157.447,Belle & Sebastian
She's Always in My Hair,1993,41,0.777,0.729,0.788,92.308,Prince
"Mama Do (Uh Oh, Uh Oh)",2009,54,0.873,0.451,0.589,119.918,Pixie Lott
Si Me Dejas Ahora,1990,29,0.354,0.392,0.416,144.144,José José
Oh Darling - Live In Miami/1979,1979,36,0.765,0.548,0.365,127.598,Supertramp
It Ain't Necessarily So,1960,11,0.46,0.388,0.301,138.307,The Moody Blues
Satellite - Live in Hammersmith,1982,22,0.574,0.784,0.742,88.301,Depeche Mode
Perdu,2021,64,0.533,0.791,0.42,129.857,Djadja & Dinaz
Whistle Theme,1983,29,0.0728,0.37,0.341,92.114,Mark Knopfler
Hand to Mouth - Remastered,1987,35,0.606,0.736,0.933,138.687,George Michael
Ego,2015,49,0.646,0.579,0.489,88.979,Lomepal
She's Thunderstorms,2011,59,0.898,0.505,0.731,118.929,Arctic Monkeys
The Yellow Rose of Texas / The Eyes of Texas,1968,32,0.404,0.606,0.788,119.793,Elvis Presley
Ye Samaa Samaa Hai Pyar Ka,1965,29,0.449,0.425,0.395,126.553,Lata Mangeshkar
Te Malpasan De Amor,1994,41,0.418,0.865,0.972,112.053,Los Tigres Del Norte
La Última Luna,1988,48,0.435,0.76,0.148,128.871,Emmanuel
Mi Razón,1965,21,0.465,0.72,0.845,112.342,La Sonora Santanera
Forever Young - Live On Tour / 1975,1976,40,0.23,0.547,0.267,125.833,Joan Baez
Nyanyian Suara Hati,1987,28,0.462,0.432,0.113,134.883,Ebiet G. Ade
Frankie and Johnny,1961,15,0.857,0.625,0.794,139.111,Jerry Lee Lewis
"Matthäus-Passion, BWV 244 / Erster Teil: No. 24 ""Und er kam zu seinen Jüngern""",1989,26,0.0291,0.351,0.0826,77.114,Johann Sebastian Bach
In Amsterdam (feat. Maan),2017,56,0.525,0.571,0.762,143.867,Sevn Alias
Home,2013,58,0.621,0.622,0.749,149.985,Jack Johnson
Saajanji Ghar Aaye,1998,54,0.666,0.703,0.943,98.214,Kavita Krishnamurthy
Água Da Minha Sede,2000,48,0.697,0.684,0.521,104.968,Zeca Pagodinho
Melody,2018,46,0.656,0.683,0.348,119.991,Lost Frequencies
Bien trop timide,1960,8,0.578,0.628,0.911,110.764,Johnny Hallyday
Swasamae,2000,36,0.423,0.732,0.354,90.005,S. P. Balasubrahmanyam
Anywhere Is,2001,43,0.431,0.663,0.455,96.657,Enya
073 - Poltergeist - Teil 19,1997,36,0.468,0.73,0.717,71.027,Die drei ???
Stay up Late - 2005 Remaster,1985,42,0.697,0.604,0.88,111.277,Talking Heads
Pescaria (Canoeiro),1976,19,0.4,0.765,0.968,104.34,Gal Costa
Haus am See,2008,44,0.599,0.801,0.589,123.715,Peter Fox
而我知道,2003,31,0.68,0.511,0.658,200.071,Mayday
The Man With All The Toys - 1991 Remix,1964,28,0.492,0.708,0.662,138.347,The Beach Boys
Teri Chahat Ke Deeewane Hue Hum,1999,23,0.647,0.645,0.752,128.974,Kumar Sanu
Et je voyage,1978,9,0.374,0.521,0.846,129.14,Ajda Pekkan
Junior’s Farm - Remastered 2014,1975,8,0.823,0.522,0.508,132.065,Wings
ノーダウト,2018,67,0.936,0.574,0.792,149.954,Official HIGE DANdism
キミはともだち,2004,35,0.655,0.701,0.507,111.565,Ken Hirai
Walking On The Water,1968,50,0.735,0.407,0.458,124.612,Creedence Clearwater Revival
Adiós mis chorreadas,1989,27,0.303,0.441,0.783,177.329,Pedro Infante
Hoy Me Llenaré de Valor (Tema de Tereso),2007,29,0.79,0.822,0.771,124.061,Pedro Suárez-Vértiz
Bella,1990,15,0.235,0.72,0.32,91.979,Lucio Dalla
Kaho Na Kaho - Instrumental,2004,24,0.956,0.551,0.623,173.98,Anu Malik
Pequeñas Manzanas Verdes,1970,15,0.494,0.196,0.247,48.943,Julio Iglesias
Amar é Tudo (Ao Vivo),1999,42,0.269,0.336,0.232,181.119,Djavan
Sissignore,2016,41,0.85,0.681,0.498,149.889,Rkomi
Çark-ı Felek,1994,19,0.834,0.555,0.827,143.209,Cem Karaca
"Bach: St. Matthew Passion, BWV 244, Pt. 1: No. 3, Choral ""Herzliebster Jesu, was hast du verbrochen"" (Chorus 1, Chorus 2)",1962,15,0.0559,0.112,0.0557,82.124,Johann Sebastian Bach
I See You Everywhere,2017,59,0.519,0.542,0.162,86.041,Eric Chou
Beau la folie,2018,52,0.559,0.424,0.46,164.652,Lomepal
Ebudae,1991,47,0.141,0.473,0.358,77.447,Enya
Prelude,1996,37,0.0512,0.164,0.0364,82.591,Vangelis
Space Invader - 2006 Remaster,1980,32,0.694,0.517,0.598,128.242,Pretenders
Gadedt Hobak Leih,1960,22,0.42,0.356,0.386,119.832,Umm Kulthum
Hasta El Final De La Vida,1996,27,0.457,0.601,0.961,81.427,Diomedes Diaz
Free Speech For The Dumb,1998,41,0.943,0.446,0.561,101.684,Metallica
The Last Trip to Tulsa - 2009 Remaster,1969,27,0.201,0.52,0.132,130.11,Neil Young
Secret Love,1999,35,0.511,0.483,0.771,75.555,George Michael
Vete,2019,79,0.672,0.886,0.526,91.976,Bad Bunny
Southern Cross,1982,33,0.404,0.584,0.643,165.362,"Crosby, Stills & Nash"
Música del alma,1980,18,0.389,0.474,0.207,114.797,Charly García
Let It Be Me,1979,17,0.383,0.462,0.331,72.706,Kenny Rogers
Valittezhuthiya,1984,9,0.381,0.488,0.844,126.587,K. J. Yesudas
Poesia de Nós Dois,1985,23,0.821,0.709,0.905,99.421,Grupo Fundo De Quintal
"Puro Sinaloa (feat. Tedua, Rkomi & Lazza)",2020,57,0.75,0.454,0.698,89.293,Ernia
"38 Waltzes, Ländler and Ecossaises, D. 145: No. 6, Waltz in B Minor",1945,1,0.132,0.347,0.433,142.002,Franz Schubert
Sen,2018,44,0.8,0.717,0.359,115.082,White 2115
Um Pequeno Xote,1981,18,0.934,0.583,0.971,156.955,Zé Ramalho
Bless The Child,2002,45,0.862,0.546,0.221,121.951,Nightwish
Practice Makes Perfect - Take 4,1933,8,0.308,0.548,0.616,145.748,Billie Holiday
Amores Que Van Y Vienen,1996,41,0.482,0.796,0.969,112.625,Los Tigres Del Norte
Song Of The Vipers,1923,5,0.255,0.553,0.638,181.769,Louis Armstrong
I Say Yeah - 2004 Remaster,1971,20,0.69,0.377,0.618,106.89,Ten Years After
Hot Stuff - 2011 Remaster,1981,21,0.96,0.472,0.748,131.858,Whitesnake
030 - und das Riff der Haie - Teil 16,1982,37,0.726,0.723,0.706,60.835,Die drei ???
Change the World - 2015 Remaster,2015,39,0.556,0.719,0.511,96.9,Eric Clapton
"How Far I'll Go - From ""Moana""",2016,68,0.544,0.309,0.16,180.979,Alessia Cara
El Mismo Aire - con Pablo Alborán,2020,79,0.492,0.483,0.66,144.511,Camilo
Chains,2015,61,0.611,0.589,0.121,76.006,Nick Jonas
Ska Voovee Boobie Baby,2004,41,0.934,0.637,0.967,170.02,Inspector
Dulhan Hum Le Jayenge,2000,29,0.952,0.515,0.539,96.851,Alka Yagnik
Oy Benim Canım,2003,50,0.666,0.45,0.704,155.87,Ahmet Kaya
Pierdete Conmigo,1967,25,0.408,0.639,0.635,103.984,Vicente Fernández
The Sensual World,1989,36,0.557,0.553,0.79,135.712,Kate Bush
Goldenes Handwerk,1998,33,0.924,0.565,0.641,106.991,Die Ärzte
Es la Lluvia Que Cae,2004,42,0.588,0.394,0.866,178.047,Los Iracundos
"Verdi: Rigoletto, Act 2: ""Mio padre!...Dio! mia Gilda!"" (Gilda, Rigoletto)",1956,1,0.167,0.351,0.284,91.409,Giuseppe Verdi
Loves Me Like a Rock,1973,51,0.584,0.649,0.75,144.972,Paul Simon
Caught Somewhere in Time - 2015 Remaster,1986,51,0.987,0.238,0.343,174.124,Iron Maiden
Corduroy - Remastered,1994,56,0.93,0.487,0.134,131.304,Pearl Jam
Two-Timing Touch and Broken Bones,2004,52,0.992,0.342,0.938,165.23,The Hives
Lucky Song,1956,11,0.326,0.53,0.871,182.828,Dean Martin
Te Apuesto,2019,63,0.508,0.507,0.499,146.806,Marca MP
"Images, L. 122, 2. Ibéria: I. Par les rues et par les chemins",1942,0,0.172,0.184,0.185,72.091,Claude Debussy
Libre Pastoreo,2013,49,0.662,0.55,0.476,95.061,PXNDX
Stronger Than Me,2003,52,0.51,0.884,0.855,91.453,Amy Winehouse
Indecente,2018,57,0.602,0.874,0.587,127.997,Anitta
Come Stai,2004,39,0.82,0.638,0.488,110.018,Vasco Rossi
You're Going Down,2009,65,0.833,0.49,0.39,89.981,Sick Puppies
Bicycle Race - Remastered 2011,1981,42,0.673,0.386,0.606,168.358,Queen
Akhir Rasa Ini,2016,56,0.765,0.41,0.137,145.985,SAMSONS
Five to One,1968,57,0.401,0.615,0.672,87.959,The Doors
The Other Side,2013,62,0.836,0.561,0.517,127.923,Jason Derulo
Penelope - En Directo,1984,31,0.784,0.464,0.367,127.547,Joan Manuel Serrat
Hold On,2008,46,0.16,0.33,0.141,91.085,Side A
That's When I'll Stop Loving You,2000,38,0.67,0.519,0.377,142.481,*NSYNC
Nada É Por Acaso,2001,42,0.725,0.685,0.697,90.122,Sandy e Junior
"Beethoven: Violin Sonata No. 10 in G Major, Op. 96: IV. Poco allegretto",1959,5,0.122,0.366,0.181,136.106,Ludwig van Beethoven
La Piana Dei Cavalli Bradi,1990,19,0.376,0.617,0.384,95.011,Claudio Baglioni
Old Folks - Take 9 / Master,1953,7,0.376,0.444,0.523,78.772,Charlie Parker
Chelsea Morning,1969,45,0.35,0.57,0.781,88.361,Joni Mitchell
Pin the Tail on the Donkey,1991,51,0.504,0.89,0.712,116.353,Naughty By Nature
One Thing,2012,75,0.718,0.713,0.656,126.999,One Direction
Holy Smoke - 2015 Remaster,1990,48,0.983,0.243,0.474,165.51,Iron Maiden
Hello Doctor,1996,35,0.888,0.808,0.477,129.028,KK
The Song Of The Sabia,1967,30,0.208,0.272,0.147,81.891,Antônio Carlos Jobim
Definitivamente,2021,12,0.764,0.812,0.431,100.082,Daddy Yankee
21 Years,2021,5,0.672,0.707,0.258,101.011,TobyMac
Tu Por Mi,1966,34,0.578,0.327,0.356,178.806,Los Iracundos
Expendable Youth,1990,36,0.985,0.486,0.194,108.546,Slayer
White Horse,2008,38,0.342,0.581,0.212,92.166,Taylor Swift
For The Night,2021,7,0.586,0.823,0.347,125.971,Pop Smoke
Musulmanes,2004,38,0.739,0.498,0.263,131.497,Michel Sardou
Yo Me Manejo Bien Con Todo el Mundo,1983,20,0.592,0.662,0.801,133.497,Joan Manuel Serrat
Negro,2021,0,0.907,0.791,0.828,164.107,J Balvin
"The Musical Box - Live From De Monfort Hall,Leicester,U.K./1973 / 1994 Digital Remaster",1973,24,0.421,0.302,0.349,140.647,Genesis
Camaleón,1991,43,0.53,0.699,0.922,135.706,Rubén Blades
Leona Dormida,2011,46,0.378,0.495,0.213,132.312,Lupita D'Alessio
Bahtımın Karası,2020,55,0.666,0.793,0.544,77.977,Heijan
Foolish Tears (09-21-49),1949,0,0.145,0.317,0.426,104.057,Ella Fitzgerald
Mistica,1999,55,0.732,0.795,0.926,168.156,Orishas
Matargashti,2015,59,0.63,0.792,0.659,100.022,Mohit Chauhan
Fala Baixinho (Shiii) - Live At HSBC Arena/Rio de Janeiro(RJ)-Brazil/2012,2012,52,0.751,0.542,0.69,88.609,Grupo Revelação
De Millon a Cero,2005,47,0.874,0.807,0.95,94.305,Kaleth Morales
"Ало, ало слънчице!",2017,28,0.567,0.79,0.905,179.969,Детско Шлагерно Студио Да
שקרים,2015,35,0.597,0.461,0.296,149.77,Eyal Golan
Riverside,1998,41,0.674,0.402,0.737,62.278,Kirk Franklin
Don't Have to Lose,1999,35,0.636,0.517,0.442,78.008,Michael Learns To Rock
Love Somebody,2012,64,0.783,0.675,0.4,120.018,Maroon 5
¿Por Qué No Se Van?,1996,37,0.796,0.755,0.94,152.153,Los Prisioneros
El Deforme,1987,12,0.904,0.448,0.483,95.459,El Cuarteto De Nos
"Concerto For Violin And Strings In G Minor, Op.8, No.2, RV.315 ""L'estate"": 3. Presto (Tempo impetuoso d'estate) - Live",1983,27,0.389,0.327,0.403,146.863,Antonio Vivaldi
The Wind Cries Mary,1967,65,0.495,0.499,0.339,80.086,Jimi Hendrix
Reminiscent,2011,54,0.245,0.287,0.0626,150.269,Yiruma
The Heathen - Live At Ahoy Hallen/1978,1978,44,0.517,0.62,0.486,135.739,Bob Marley & The Wailers
Angel of the Morning,1971,32,0.234,0.319,0.375,88.258,Nina Simone
Global warming,2005,45,0.942,0.173,0.202,94.489,Gojira
That's My Kind Of Night,2013,72,0.751,0.661,0.875,109.995,Luke Bryan
Una Guerra Senza Eroi,1978,13,0.447,0.517,0.96,108.394,Renato Zero
Apaixonadin (feat. Thiaguinho) - Ao Vivo,2020,62,0.842,0.64,0.905,139.92,Dilsinho
Um novo Vencedor,2010,52,0.708,0.534,0.443,147.989,Damares
Ek Lo Ek Muft,2006,30,0.427,0.793,0.702,157.343,A.R. Rahman
Safe + Sound,1995,43,0.684,0.829,0.765,95.29,DJ Quik
Aver paura d'innamorarsi troppo,1978,35,0.281,0.736,0.882,124.355,Lucio Battisti
Run Run Run,1967,20,0.708,0.486,0.481,143.165,The Velvet Underground
La Locura,2004,53,0.716,0.605,0.508,148.049,Yahir
Sneakin' Sally Through The Alley,1974,58,0.679,0.64,0.965,99.296,Robert Palmer
Where or When/Silence/It's Alright With Me (Can Can),1999,37,0.171,0.327,0.039,117.868,George Michael
Halloween Parade,1989,37,0.321,0.396,0.711,168.253,Lou Reed
É Por Você Que Vivo,1971,27,0.497,0.387,0.572,131.473,Tim Maia
Hang Fire - Remastered,1981,46,0.906,0.461,0.939,152.206,The Rolling Stones
Fall,2007,55,0.543,0.55,0.208,138.003,Clay Walker
El Derecho De Nacer,1990,19,0.785,0.724,0.961,117.806,Oscar D'León
Other People,2016,34,0.673,0.551,0.492,91.028,LP
Jheel Pe Jaise,1998,26,0.474,0.553,0.667,155.985,Lucky Ali
092 - Todesflug - Teil 02,2000,36,0.715,0.74,0.597,111.73,Die drei ???
Meen Habeebee Ana (Duet Nawal Al Zoghbi),2010,38,0.856,0.397,0.842,103.027,Wael Kfoury
Snitch,2006,32,0.811,0.749,0.608,90.093,Obie Trice
We've Got Tonight,1993,36,0.146,0.524,0.291,122.967,Kenny Rogers
Tu la love,2014,55,0.674,0.93,0.416,119.976,Jul
El Diablo,1976,43,0.476,0.516,0.55,103.409,ZZ Top
Vaktinde Gel Sevgilim,1980,8,0.327,0.27,0.615,153.694,Orhan Gencebay
Qué Pasará Mañana,1986,29,0.623,0.756,0.706,123.924,José Luis Perales
Narcisista por Excelencia,2006,63,0.891,0.384,0.498,164.045,PXNDX
Too Close,1997,67,0.402,0.847,0.752,99.693,Next
Tere Sur Aur Mere Geet,1959,6,0.278,0.54,0.75,132.789,Lata Mangeshkar
Suave - En Vivo,1995,45,0.951,0.598,0.335,105.113,Luis Miguel
Princess Leia's Theme,1977,19,0.0649,0.0784,0.0308,73.13,John Williams
Help Yourself,2006,53,0.766,0.61,0.898,90.926,Tom Jones
My Home Is In The Delta,1964,42,0.131,0.547,0.383,96.728,Muddy Waters
Forever,2011,49,0.59,0.5,0.166,134.988,SIX60
"St. Matthew Passion, BWV 244 - Part Two: No.54 Choral: ""O Haupt voll Blut und Wunden""",1952,1,0.136,0.199,0.0389,105.999,Johann Sebastian Bach
Para Ti,2012,37,0.732,0.818,0.964,135.037,Juan Luis Guerra 4.40
One,1988,72,0.695,0.437,0.413,102.178,Metallica
Che Calore - Remastered 2008,2008,7,0.851,0.648,0.845,144.113,Pino Daniele
Flor Amarilla,2000,37,0.437,0.666,0.591,99.446,Tamara Castro
Like A G6,2010,51,0.869,0.629,0.715,125.024,Far East Movement
苦瓜,2011,48,0.427,0.379,0.459,185.952,Eason Chan
Try (Just a Little Bit Harder),1969,44,0.858,0.622,0.448,110.442,Janis Joplin
"Fue Ella, Fui Yo",2019,53,0.6,0.49,0.523,181.336,Ke Personajes
Cupid,1962,40,0.433,0.485,0.825,120.471,Sam Cooke
The Song Is You - 1998 Remaster,1959,21,0.312,0.394,0.817,161.876,Frank Sinatra
Como Esperando Abril,1991,27,0.535,0.578,0.854,141.115,Silvio Rodríguez
À part ça,2017,47,0.385,0.944,0.693,114.987,Naps
BİR DAHA,2020,59,0.661,0.826,0.386,104.006,Zeynep Bastık
Lovely Rita - Remix,1967,10,0.675,0.577,0.659,87.463,The Beatles
Heaven - 2005 Remaster,1979,43,0.663,0.582,0.274,107.136,Talking Heads
Chocolate,2013,52,0.938,0.614,0.607,100.058,The 1975
Les mauvais garçons,1964,14,0.658,0.49,0.87,142.344,Johnny Hallyday
Stupify,2000,59,0.938,0.49,0.437,196.143,Disturbed
Alles & Nichts,2015,50,0.839,0.506,0.547,83.847,KC Rebell
Ziggy Stardust - 2012 Remaster,1972,65,0.554,0.515,0.509,80.146,David Bowie
You,1993,56,0.861,0.329,0.599,195.303,Candlebox
Ass Itch,1996,41,0.95,0.423,0.413,130.11,Korn
"Dancing In The Dark - From The ""Home"" Soundtrack",2015,59,0.749,0.795,0.761,115.003,Rihanna
Nanu Preminchananu-Sad,1999,34,0.616,0.589,0.329,89.983,Hariharan
"Sonata No. 7, Op. 30, No. 2 in C Minor: Trio",1948,0,0.24,0.635,0.537,103.719,Ludwig van Beethoven
038 - und der unsichtbare Gegner - Teil 36,1986,35,0.384,0.663,0.61,148.221,Die drei ???
Kare Kare,1993,36,0.651,0.38,0.392,106.652,Crowded House
O Rangrez,2013,52,0.53,0.726,0.594,126.06,Shankar-Ehsaan-Loy
Pan de Arroz,1978,5,0.563,0.448,0.679,169.094,Los Embajadores del Guadalquivir
Красотата,2015,21,0.431,0.816,0.751,140.981,Beloslava
Two Hearts Beat As One - Remastered 2008,1983,40,0.898,0.547,0.855,141.567,U2
La Gata y el Raton,1998,26,0.707,0.695,0.856,145.034,Rodrigo
Hata,1980,42,0.836,0.482,0.681,114.419,Sezen Aksu
舊情綿綿,1997,16,0.382,0.534,0.367,118.653,Jacky Cheung
Say You Love Me - Single; 2017 Remaster,1975,34,0.793,0.688,0.887,128.653,Fleetwood Mac
"What Go Around Come Around, Kid",1993,44,0.43,0.859,0.814,90.419,Cypress Hill
Just A Little Bit,1968,30,0.588,0.69,0.864,115.752,Etta James
Un million par mois,2019,59,0.535,0.763,0.719,134.877,Djadja & Dinaz
Crooked Piece of Time,1978,30,0.648,0.701,0.895,85.955,John Prine
El Desinfle,1990,25,0.573,0.558,0.703,126.273,Vicente Fernández
Swan Lake,1979,31,0.933,0.723,0.96,108.935,Madness
No More Riders - 2008 Remaster,1974,18,0.63,0.648,0.577,106.173,The Hollies
Cachita,1973,21,0.518,0.635,0.969,136.297,La Sonora Santanera
Como La Lluvia En El Cristal (Watercolours in the Rain),1996,33,0.254,0.626,0.129,96.096,Roxette
Found a Job,1978,29,0.642,0.703,0.963,121.346,Talking Heads
"Ballade No. 1 In G Minor, Op. 23",1946,9,0.168,0.259,0.0761,63.98,Frédéric Chopin
Points Of Authority,2000,35,0.97,0.512,0.427,94.952,Linkin Park
Kya,2010,41,0.694,0.705,0.802,95.995,Pritam
Pirate King,2018,64,0.946,0.507,0.494,173.004,ATEEZ
Lazy Afternoon,2009,59,0.678,0.775,0.93,147.847,Rebelution
Don't Let Me Be Misunderstood,1988,30,0.419,0.42,0.524,74.956,Nina Simone
Ayrılıklar Bitmez,1982,24,0.797,0.268,0.444,76.91,Sezen Aksu
Amor de Locos,2019,43,0.959,0.661,0.889,108.667,Peter Manjarrés
Rukh,2017,49,0.687,0.818,0.405,120.015,Akhil
Le Notti Lunghe,1965,8,0.916,0.617,0.716,125.76,Adriano Celentano
Obsesionado,2015,64,0.876,0.696,0.669,169.027,Farruko
Qualquer Coisa,1975,48,0.191,0.661,0.586,111.353,Caetano Veloso
Free Your Mind and Your Ass Will Follow,1970,33,0.925,0.356,0.258,84.982,Funkadelic
Tiny Girls,1977,32,0.451,0.546,0.162,79.929,Iggy Pop
El Pájaro Vió El Cielo Y Se Voló - Remasterized 2001,1996,32,0.687,0.713,0.707,122.257,Los Auténticos Decadentes
How Was It For You?,1990,24,0.768,0.499,0.768,134.567,James
All To Me,2021,76,0.543,0.523,0.318,116.161,Giveon
Esta Tristeza Mía,1957,39,0.411,0.274,0.533,153.922,Javier Solís
"Debussy: Préludes, Livre I, CD 125, L. 117: No. 1, Danseuses de Delphes",1953,3,0.00622,0.61,0.114,67.138,Claude Debussy
Tere Bin,2006,33,0.724,0.603,0.856,176.006,Pritam
